,Name,Position,Points,Field
695,DJ Chark,WR,5.8,Away
696,DJ Chark,WR,4.7,Home
697,DJ Chark,WR,7.5,Home
698,DJ Chark,WR,1.8,Away
699,DJ Chark,WR,3.4,Home
700,Kenyan Drake,RB,2.7,Home
701,Kenyan Drake,RB,4.8,Home
702,Kenyan Drake,RB,5.2,Away
703,Kenyan Drake,RB,7.3,Home
704,Kenyan Drake,RB,7.0,Home
705,Kenyan Drake,RB,5.8,Away
706,Kenyan Drake,RB,24.2,Home
707,Kenyan Drake,RB,4.1,Away
708,Kenyan Drake,RB,8.0,Away
709,Kenyan Drake,RB,5.1,Home
710,Kenyan Drake,RB,6.7,Home
711,Kenyan Drake,RB,38.6,Home
712,Kenyan Drake,RB,30.4,Away
713,Kenyan Drake,RB,14.3,Away
714,Patrick Mahomes,QB,27.32,Away
715,Patrick Mahomes,QB,31.62,Away
716,Patrick Mahomes,QB,27.86,Home
717,Patrick Mahomes,QB,18.0,Away
718,Patrick Mahomes,QB,18.54,Home
719,Patrick Mahomes,QB,18.82,Home
720,Patrick Mahomes,QB,7.24,Away
721,Patrick Mahomes,QB,29.84,Away
722,Patrick Mahomes,QB,15.18,Away
723,Patrick Mahomes,QB,19.5,Home
724,Patrick Mahomes,QB,13.92,Away
725,Patrick Mahomes,QB,22.7,Home
726,Patrick Mahomes,QB,25.44,Away
727,Patrick Mahomes,QB,11.06,Home
728,Phillip Lindsay,RB,6.6,Away
729,Phillip Lindsay,RB,6.6,Home
730,Phillip Lindsay,RB,25.0,Away
731,Phillip Lindsay,RB,6.0,Home
732,Phillip Lindsay,RB,20.7,Away
733,Phillip Lindsay,RB,13.5,Home
734,Phillip Lindsay,RB,3.2,Home
735,Phillip Lindsay,RB,7.6,Away
736,Phillip Lindsay,RB,15.2,Home
737,Phillip Lindsay,RB,7.5,Away
738,Phillip Lindsay,RB,6.8,Away
739,Phillip Lindsay,RB,6.2,Home
740,Phillip Lindsay,RB,11.5,Away
741,Phillip Lindsay,RB,3.2,Away
742,Phillip Lindsay,RB,17.8,Home
743,Phillip Lindsay,RB,5.3,Home
744,Kyler Murray,QB,21.62,Home
745,Kyler Murray,QB,16.36,Away
746,Kyler Murray,QB,17.82,Home
747,Kyler Murray,QB,16.34,Home
748,Kyler Murray,QB,25.42,Away
749,Kyler Murray,QB,28.8,Home
750,Kyler Murray,QB,6.96,Away
751,Kyler Murray,QB,10.1,Away
752,Kyler Murray,QB,23.04,Home
753,Kyler Murray,QB,26.76,Away
754,Kyler Murray,QB,26.7,Away
755,Kyler Murray,QB,13.32,Home
756,Kyler Murray,QB,9.96,Home
757,Kyler Murray,QB,16.36,Home
758,Kyler Murray,QB,12.72,Away
759,Kyler Murray,QB,13.0,Away
760,Courtland Sutton,WR,12.0,Away
761,Courtland Sutton,WR,4.0,Home
762,Courtland Sutton,WR,8.7,Away
763,Courtland Sutton,WR,18.2,Home
764,Courtland Sutton,WR,15.2,Away
765,Courtland Sutton,WR,7.6,Home
766,Courtland Sutton,WR,8.7,Home
767,Courtland Sutton,WR,7.2,Away
768,Courtland Sutton,WR,12.3,Home
769,Courtland Sutton,WR,13.82,Away
770,Courtland Sutton,WR,2.7,Away
771,Courtland Sutton,WR,19.4,Home
772,Courtland Sutton,WR,3.4,Away
773,Courtland Sutton,WR,7.9,Away
774,Courtland Sutton,WR,4.1,Home
775,Courtland Sutton,WR,5.2,Home
776,Stefon Diggs,WR,3.7,Home
777,Stefon Diggs,WR,8.9,Away
778,Stefon Diggs,WR,1.5,Home
779,Stefon Diggs,WR,8.8,Away
780,Stefon Diggs,WR,4.4,Away
781,Stefon Diggs,WR,36.5,Home
782,Stefon Diggs,WR,14.3,Away
783,Stefon Diggs,WR,12.3,Home
784,Stefon Diggs,WR,1.6,Away
785,Stefon Diggs,WR,4.9,Away
786,Stefon Diggs,WR,18.1,Home
787,Stefon Diggs,WR,5.2,Away
788,Stefon Diggs,WR,9.2,Home
789,Stefon Diggs,WR,8.0,Away
790,Stefon Diggs,WR,11.7,Home
791,John Brown,WR,18.3,Away
792,John Brown,WR,7.2,Away
793,John Brown,WR,5.5,Home
794,John Brown,WR,6.9,Home
795,John Brown,WR,7.5,Away
796,John Brown,WR,14.3,Home
797,John Brown,WR,5.4,Home
798,John Brown,WR,7.6,Home
799,John Brown,WR,7.7,Away
800,John Brown,WR,25.7,Away
801,John Brown,WR,9.9,Home
802,John Brown,WR,7.72,Away
803,John Brown,WR,2.6,Home
804,John Brown,WR,9.9,Away
805,John Brown,WR,11.6,Away
806,Hunter Henry,TE,6.0,Home
807,Hunter Henry,TE,22.0,Home
808,Hunter Henry,TE,9.7,Away
809,Hunter Henry,TE,4.7,Away
810,Hunter Henry,TE,8.4,Home
811,Hunter Henry,TE,9.0,Away
812,Hunter Henry,TE,8.9,Home
813,Hunter Henry,TE,1.0,Away
814,Hunter Henry,TE,9.9,Away
815,Hunter Henry,TE,0.9,Home
816,Hunter Henry,TE,4.5,Home
817,Hunter Henry,TE,10.2,Away
818,Michael Gallup,WR,15.8,Home
819,Michael Gallup,WR,6.8,Away
820,Michael Gallup,WR,17.3,Home
821,Michael Gallup,WR,4.8,Away
822,Michael Gallup,WR,3.4,Home
823,Michael Gallup,WR,9.3,Away
824,Michael Gallup,WR,13.6,Home
825,Michael Gallup,WR,14.8,Away
826,Michael Gallup,WR,5.5,Away
827,Michael Gallup,WR,6.3,Home
828,Michael Gallup,WR,10.9,Away
829,Michael Gallup,WR,0.6,Home
830,Michael Gallup,WR,9.8,Away
831,Michael Gallup,WR,27.8,Home
832,Aaron Rodgers,QB,12.92,Away
833,Aaron Rodgers,QB,14.36,Home
834,Aaron Rodgers,QB,13.3,Home
835,Aaron Rodgers,QB,25.48,Home
836,Aaron Rodgers,QB,9.42,Away
837,Aaron Rodgers,QB,18.32,Home
838,Aaron Rodgers,QB,43.76,Home
839,Aaron Rodgers,QB,27.1,Away
840,Aaron Rodgers,QB,12.94,Away
841,Aaron Rodgers,QB,10.02,Home
842,Aaron Rodgers,QB,9.46,Away
843,Aaron Rodgers,QB,28.12,Away
844,Aaron Rodgers,QB,11.4,Home
845,Aaron Rodgers,QB,14.42,Home
846,Aaron Rodgers,QB,8.34,Away
847,Aaron Rodgers,QB,19.02,Away
848,Tyler Higbee,TE,8.0,Away
849,Tyler Higbee,TE,2.1,Home
850,Tyler Higbee,TE,4.1,Home
851,Tyler Higbee,TE,4.7,Away
852,Tyler Higbee,TE,2.5,Home
853,Tyler Higbee,TE,0.8,Away
854,Tyler Higbee,TE,0.8,Home
855,Tyler Higbee,TE,2.2,Away
857,Tyler Higbee,TE,2.0,Home
858,Tyler Higbee,TE,16.7,Away
859,Tyler Higbee,TE,11.6,Home
860,Tyler Higbee,TE,11.1,Away
861,Tyler Higbee,TE,10.4,Away
862,Tyler Higbee,TE,14.4,Home
863,D.J. Moore,WR,5.6,Home
864,D.J. Moore,WR,8.9,Home
865,D.J. Moore,WR,12.4,Away
866,D.J. Moore,WR,4.4,Away
867,D.J. Moore,WR,9.1,Home
868,D.J. Moore,WR,8.6,Away
869,D.J. Moore,WR,3.8,Away
870,D.J. Moore,WR,10.1,Home
871,D.J. Moore,WR,12.0,Away
872,D.J. Moore,WR,9.5,Home
873,D.J. Moore,WR,25.4,Away
874,D.J. Moore,WR,13.2,Home
875,D.J. Moore,WR,8.1,Away
876,D.J. Moore,WR,12.3,Home
877,D.J. Moore,WR,0.1,Away
878,Robert Woods,WR,8.6,Away
879,Robert Woods,WR,4.2,Home
880,Robert Woods,WR,5.8,Away
881,Robert Woods,WR,16.4,Home
882,Robert Woods,WR,4.8,Away
883,Robert Woods,WR,7.6,Home
884,Robert Woods,WR,8.6,Away
885,Robert Woods,WR,4.2,Home
886,Robert Woods,WR,9.5,Away
887,Robert Woods,WR,9.7,Home
888,Robert Woods,WR,17.2,Away
889,Robert Woods,WR,18.7,Home
890,Robert Woods,WR,1.7,Away
891,Robert Woods,WR,12.3,Away
892,Robert Woods,WR,13.6,Home
893,Carson Wentz,QB,25.02,Home
894,Carson Wentz,QB,17.54,Away
895,Carson Wentz,QB,21.66,Home
896,Carson Wentz,QB,19.7,Away
897,Carson Wentz,QB,12.06,Home
898,Carson Wentz,QB,20.54,Away
899,Carson Wentz,QB,6.84,Away
900,Carson Wentz,QB,14.38,Away
901,Carson Wentz,QB,15.06,Home
902,Carson Wentz,QB,12.26,Home
903,Carson Wentz,QB,8.94,Home
904,Carson Wentz,QB,24.4,Away
905,Carson Wentz,QB,19.9,Home
906,Carson Wentz,QB,21.54,Away
907,Carson Wentz,QB,18.96,Home
908,Carson Wentz,QB,17.06,Away
909,Raheem Mostert,RB,4.0,Away
910,Raheem Mostert,RB,21.1,Away
911,Raheem Mostert,RB,5.9,Home
912,Raheem Mostert,RB,3.4,Home
913,Raheem Mostert,RB,1.3,Away
915,Raheem Mostert,RB,12.0,Home
